,,,,,Product List,,,,,,,,
3021,,,grohee toilet shower black,,,,1,,1550,,,2500,
3022,,,grohee toilet shower gold,,,,1,,1650,,,2700,
3023,,,btm towel rod steel,,,,1,,860,,,1250,
3024,,,spray paint,,,,1,,311.5,,,380,
3025,,,"smt hole saw ceiling 6""",,,,1,,360,,,500,
3026,,,"smt hole saw ceiling 8""",,,,1,,550,,,750,
3027,,,rope light (bundle),,,,1,,6000,,,7500,
3028,,,MT anchor bolt,,,,1,,16,,,25,
3029,,,MT anchor bolt rod,,,,1,,306,,,400,
3030,,,MT microfiber cloth (H),,,,1,,468,,,750,
3031,,,MT paint ruler,,,,1,,225,,,350,
3032,,,accesories crome loose mix,,,,1,,200,,,450,
3033,,,naflo bib cock crome,,,,1,,480,,,650,
3034,,,cheni steel ruber,,,,1,,462,,,580,
3035,,,blower pipe cone,,,,1,,150,,,250,
3036,,,door stoper floor (pak) D shape,,,,1,,120,,,200,
3037,,,door stoper floor (china) D shape,,,,1,,250,,,350,
3038,,,naflo double bib cock crome,,,,1,,835,,,1200,
3039,,,sheet jointer,,,,1,,14,,,40,
3040,,,door closer rod,,,,1,,1070,,,1600,
3103,,,breaker box 6p,,,,1,,280,,,550,
3104,,,breaker box 8p,,,,1,,430,,,680,
3105,,,attack 100ml,,,,1,,250,,,500,
3106,,,attack 500ml,,,,1,,950,,,1600,
3107,,,attack 1ltr.,,,,1,,1800,,,3000,
3108,,,naflo corner cabinet,,,,1,,2175,,,3500,
3109,,,mb toilet shower black,,,,1,,100,,,500,
3110,,,plastic pipe black 1mtr.,,,,1,,140,,,450,
3111,,,naflo waste pipe complete,,,,1,,365,,,600,
3112,,,life cable 3/29 ,,,,1,,4000,,,4800,
3113,,,paramount bulb 7w,,,,1,,115,,,200,
3114,,,dada pepsi triger,,,,1,,180,,,300,
3115,,,AHS bravo toilet shower cp,,,,1,,380,,,900,
3116,,,sova bulb 12w,,,,1,,110,,,200,
3117,,,"smt plier 8"" 1205",,,,1,,350,,,500,
3118,,,"smt plier 8"" 1201",,,,1,,640,,,850,
3119,,,"smt nose plier 8"" 1202",,,,1,,480,,,650,
3120,,,"smt plier set 8"" 1220",,,,1,,1570,,,2000,
3121,,,geyser box,,,,1,,75,,,200,
3122,,,ppr cross tee 25mm,,,,1,,97.96,,,150,
3123,,,ppr socket 50mm,,,,1,,144.46,,,180,
3124,,,ppr elbow 40mmx50,,,,1,,213.9,,,280,
3125,,,"ppr elbow 50mm x 1-1/2""",,,,1,,1514.04,,,1750,
3126,,,ppr tee 40mmx50,,,,1,,285.2,,,360,
3127,,,cable tie (dzn) S,,,,1,,30,,,80,
3128,,,watch make set,,,,1,,300,,,450,
3129,,,"ktz ball valve 1-1/4"" ss",,,,1,,1000,,,2800,
3130,,,"ktz ball valve 1-1/2"" ss",,,,1,,1500,,,3500,
3131,,,"ktz ball valve 2"" ss",,,,1,,1800,,,4000,
3132,,,"RBS float valve 3/4"" (full bore)",,,,1,,872.35,,,1450,
3133,,,"RBS float valve 1"" (full bore)",,,,1,,1002.5,,,1600,
2562,,,zahid sink mixer lever,,,,1,,4400,,,8500,
2563,,,gainer pad lock 60mm ,,,,1,,320,,,680,
2564,,,gainer pad lock 70mm ,,,,1,,385,,,750,
2565,,,cc,,,,1,,0,,,0,
2566,,,cc,,,,1,,0,,,0,
2567,,,pad lock desi golden,,,,1,,750,,,1150,
2568,,,sova smd 7w,,,,1,,145,,,200,
2569,,,dc supply coolar,,,,1,,1250,,,1500,
2570,,,pump cycle small,,,,1,,380,,,550,
2571,,,imersion rod phonex,,,,1,,420,,,700,
2572,,,factor tube 60w double,,,,1,,1303,,,1850,
2573,,,factor tube 18w t-8,,,,1,,635,,,1000,
2574,,,power plug + light plug big,,,,1,,283.3333,,,600,
2575,,,cooker handle ,,,,1,,150,,,500,
2576,,,cc,,,,1,,0,,,0,
2577,,,cooker weight,,,,1,,134,,,250,
2578,,,garmala gutka wood,,,,1,,50,,,200,
2579,,,door bell wireless (voye) 2pin,,,,1,,1170,,,1600,
2580,,,"ac flair nut 1/2"" special",,,,1,,150,,,200,
2581,,,"ac flair nut 1/4"" special",,,,1,,70,,,150,
2582,,,battery clamp (s),,,,1,,60,,,150,
2583,,,zahid basin mixer lever,,,,1,,3200,,,6500,
2584,,,timer spiner 2wire,,,,1,,140,,,350,
2585,,,float switch relay,,,,1,,500,,,1250,
2586,,,luster,,,,1,,9,,,20,
2587,,,cc,,,,1,,0,,,0,
2588,,,kiwi auto polish tin,,,,1,,500,,,850,
2589,,,tool box,,,,1,,1070,,,2000,
2590,,,dada bottle 2ltr. tranparent,,,,1,,1050,,,1800,
2591,,,multi oil perfect,,,,1,,650,,,1100,
2592,,,auto ignition (stove),,,,1,,40,,,120,
2593,,,cc,,,,1,,0,,,0,
2723,,,"dabi screw 5/8""x 4",,,,1,,70,,,100,
2724,,,"dabi screw 2""x 8",,,,1,,255,,,380,
2725,,,vanity mixer (H),,,,1,,3450,,,6500,
2726,,,"poly pipe 3/4"" white",,,,1,,78,,,100,
2727,,,mortin spray L,,,,1,,710,,,950,
2728,,,mortin refill,,,,1,,240,,,450,
2729,,,"poly pipe 3"" white",,,,1,,780,,,950,
2730,,,"poly pipe 4"" white",,,,1,,950,,,1150,
2731,,,wire brush set,,,,1,,250,,,400,
2732,,,breaker box solar 100amp,,,,1,,2500,,,3000,
2733,,,gmsa dabi,,,,1,,395,,,480,
2734,,,gmsa Qtr.,,,,1,,1070,,,1250,
2735,,,db bulb,,,,1,,50,,,250,
2736,,,handle brass (s),,,,1,,700,,,1500,
2737,,,"jet shower gole 6""",,,,1,,950,,,1600,
2738,,,steel putin 500grm,,,,1,,280,,,450,
2739,,,steel putin 1kg,,,,1,,510,,,700,
2740,,,hamer ruber small,,,,1,,400,,,500,
2741,,,sea star admix 1ltr.,,,,1,,600,,,950,
2742,,,blower,,,,1,,2400,,,3000,
2743,,,"ppr plug 1/2""",,,,1,,17.98,,,30,
2744,,,blower heavy,,,,1,,3000,,,3600,
2745,,,"pvc bend 2""",,,,1,,116.48,,,170,
2746,,,lismart 7w,,,,1,,125,,,180,
2747,,,lismart 9w,,,,1,,130,,,180,
2748,,,lismart 12w,,,,1,,155,,,250,
2749,,,gas heater ociran 2in1,,,,1,,3000,,,4500,
2750,,,lismart smd 7w plane,,,,1,,165,,,200,
2751,,,"ktz ball valve 1-1/2"" china",,,,1,,2800,,,5500,
2752,,,filter plate jumbo,,,,1,,750,,,1250,
2753,,,"Ha exaust 8"" metal",,,,1,,2150,,,3600,
2754,,,"jali exaust 17"" x17"" fancy",,,,1,,550,,,750,
2914,,,angethi 1.5feet,,,,1,,735,,,1000,
2915,,,angethi 2feet,,,,1,,980,,,1500,
2916,,,seekh tika,,,,1,,720,,,1200,
2917,,,seekh kabab,,,,1,,1100,,,1500,
2918,,,"leiya grinder 4"" (lys1001a)",,,,1,,6160,,,6950,
2919,,,letter box,,,,1,,3200,,,4500,
2920,,,"wheel chair kili 2""",,,,1,,250,,,500,
2921,,,ankra kili,,,,1,,150,,,250,
2922,,,push catcher china single,,,,1,,220,,,380,
2923,,,leiya drill (lyz103),,,,1,,5600,,,7500,
2924,,,leiya drill cordless (lyd8626),,,,1,,8800,,,11900,
2925,,,khunti black,,,,1,,60,,,150,
2926,,,laiya drill (ly10-07),,,,1,,5440,,,6500,
2927,,,corner shelf steel,,,,1,,2350,,,3500,
2928,,,dawn flush tank sprinter,,,,1,,1860,,,3000,
2929,,,dawn towel rod,,,,1,,652,,,950,
2930,,,dawn brush holder,,,,1,,424,,,750,
2931,,,dawn paper holder,,,,1,,476,,,800,
2932,,,dawn paper holder plastic,,,,1,,260,,,480,
2933,,,dawn cabinet lord,,,,1,,2130,,,4000,
2934,,,dawn cabinet corner,,,,1,,2044,,,3000,
2935,,,factor mercury 24w adj.,,,,1,,805,,,980,
2936,,,factor flood light 30w,,,,1,,1680,,,2800,
2937,,,eflux flood light 50w,,,,1,,1750,,,2500,
2938,,,factor flood light 100w,,,,1,,3600,,,5500,
2939,,,welding rod degi loose,,,,1,,34,,,50,
2940,,,"wood cutter 5"" (30teeth)HRS",,,,1,,650,,,900,
2941,,,exelent bell push white (double),,,,1,,427,,,690,
2942,,,exelent bell push gold (double),,,,1,,562,,,850,
2943,,,filter cone slim foam,,,,1,,300,,,900,
2944,,,filter cone slim jali,,,,1,,550,,,1200,
3041,,,battery charger (12v 10amp),,,,1,,1500,,,2000,
3042,,,"draz lock 3/4"" (M)",,,,1,,137.5,,,250,
3043,,,"push waste 4"" plastic",,,,1,,290,,,480,
3044,,,key chain ,,,,1,,75,,,150,
3045,,,"pvc bend 3""",,,,1,,193.96,,,280,
3046,,,"pvc bend 4""",,,,1,,284.44,,,380,
3047,,,itc bulb 30w,,,,1,,550,,,850,
3048,,,"MT scraper 3"" handle",,,,1,,234,,,350,
3049,,,"MT scraper 4"" handle",,,,1,,252,,,400,
3050,,,"MT scraper 5"" handle",,,,1,,0,,,0,
3051,,,"carbon bush 4""",,,,1,,100,,,160,
3052,,,"carbon bush 5""",,,,1,,120,,,180,
3053,,,"carbon bush 7""+ 9""",,,,1,,150,,,220,
3054,,,jharu phool (N),,,,1,,100,,,250,
3055,,,"pvc pipe 2"" sewerage",,,,1,,794.34,,,990,
3056,,,"pvc pipe 3"" sewerage",,,,1,,1192.86,,,1450,
3057,,,"pvc pipe 4"" sewerage",,,,1,,1306.26,,,1600,
3058,,,"pvc pipe 5"" sewerage",,,,1,,1962.9,,,2150,
3059,,,"pvc pipe 6"" sewerage",,,,1,,2944.08,,,3350,
3060,,,shisha lock sliding,,,,1,,250,,,400,
3061,,,"hole saw 3""",,,,1,,280,,,500,
3062,,,"hole saw 3-1/2""",,,,1,,325,,,550,
3063,,,"hole saw 4""",,,,1,,350,,,600,
3064,,,plier special,,,,1,,980,,,1450,
3065,,,wd 40 (400ml china),,,,1,,350,,,600,
3066,,,schneider DC breaker 32amp & 63amp,,,,1,,1800,,,3000,
3067,,,grass cutting dori,,,,1,,450,,,800,
3068,,,pump drain steel,,,,1,,150,,,250,
3069,,,non open 12w,,,,1,,540,,,850,
3070,,,non open 18w,,,,1,,680,,,1200,
3071,,,non smd 7w,,,,1,,200,,,250,
3072,,,breaker box 4p,,,,1,,150,,,250,
3134,,,y tee pana big,,,,1,,250,,,450,
3135,,,"visi fan dimer 3""x3""",,,,1,,689,,,950,
3136,,,chint tube rod 2feet,,,,1,,500,,,650,
3137,,,chint tube rod 4feet,,,,1,,610,,,950,
3138,,,chint smd 3w,,,,1,,390,,,480,
3139,,,chint smd 5w,,,,1,,415,,,550,
3140,,,shoe 2 pin bull 10L2,,,,1,,110,,,200,
3141,,,shoe 2 pin bull 10L6,,,,1,,170,,,250,
3142,,,bull extention (GN-1040) 3m ,,,,1,,1750,,,2800,
3143,,,water bottle temp,,,,1,,700,,,1200,
3144,,,water bottle,,,,1,,1450,,,1850,
3145,,,"bell cover 6"" (china)",,,,1,,360,,,550,
3146,,,solar conector mc-4,,,,1,,200,,,250,
3147,,,hope bell push single,,,,1,,320,,,480,
2594,,,MT microfiber cloth (N),,,,1,,261,,,450,
2595,,,dc blade coolar,,,,1,,150,,,250,
2596,,,"plier lock 8""",,,,1,,440,,,650,
2597,,,tool bag (s) 1,,,,1,,330,,,350,
2598,,,tool bag (m) 2,,,,1,,430,,,450,
2599,,,tool bag (L) 3,,,,1,,480,,,500,
2600,,,iron national,,,,1,,2300,,,3000,
2601,,,kiwi auto polish tube,,,,1,,300,,,500,
2602,,,ac cable 70/76 (3 core),,,,1,,207,,,350,
2603,,,"dabi machine screw 3/16""x3/8""",,,,1,,162,,,300,
2604,,,"MT scraper 8""x4""",,,,1,,180,,,350,
2605,,,ari 12 small,,,,1,,250,,,400,
2606,,,parda latoo (N),,,,1,,80,,,180,
2607,,,"binding tape 2"" (13 +15 yrd.)",,,,1,,200,,,450,
2608,,,"patra jali 5""",,,,1,,25,,,80,
2609,,,"patra jali 6""",,,,1,,32,,,120,
2610,,,cc,,,,1,,0,,,0,
2611,,,iron braun,,,,1,,1700,,,2500,
2612,,,visi multi light plug 5+1,,,,1,,505,,,750,
2613,,,visi 2+2,,,,1,,416,,,580,
2614,,,"l bracket 5""x 6"" china",,,,1,,70,,,140,
2615,,,"l bracket 6""x 8"" china",,,,1,,92,,,160,
2616,,,"l bracket 8""x 10"" china",,,,1,,100,,,190,
2617,,,"l bracket 10""x 12"" china",,,,1,,135,,,220,
2618,,,"folding bracket 8"" set",,,,1,,690,,,1200,
2619,,,"folding bracket 12"" set",,,,1,,790,,,1600,
2620,,,"folding bracket 15"" set",,,,,,2070,,,2850,
2621,,,"folding bracket 18"" set",,,,1,,2120,,,3000,
2622,,,"wheel 1-1/2"" black (4pcs.set) H",,,,1,,600,,,1200,
2623,,,"wheel 2"" black (4pcs.set) H",,,,1,,700,,,2000,
2624,,,"wheel 3"" black (4pcs.set) H",,,,1,,2100,,,3000,
2625,,,"wheel 3"" red (4pcs.set) H",,,,1,,930,,,2300,
2945,,,goti # 8,,,,1,,81,,,140,
2946,,,goti # 9,,,,1,,81,,,150,
2947,,,goti # 10,,,,1,,81,,,160,
2948,,,goti # 11,,,,1,,81,,,170,
2949,,,goti # 12,,,,1,,81,,,180,
2950,,,goti # 13,,,,1,,81,,,190,
2951,,,goti # 14,,,,1,,81,,,200,
2952,,,goti # 15,,,,1,,81,,,210,
2953,,,goti # 16,,,,1,,81,,,220,
2954,,,goti # 17,,,,1,,90,,,230,
2955,,,goti # 18,,,,1,,101,,,240,
2956,,,goti # 19,,,,1,,101,,,250,
2957,,,goti # 20,,,,1,,120,,,260,
2958,,,l bracket 12+14 china,,,,1,,150,,,250,
2959,,,"l koni 4"" N",,,,1,,4.2,,,30,
2960,,,"l koni 5"" N",,,,1,,18.5,,,40,
2961,,,aa,,,,1,,0,,,0,
2962,,,aa,,,,1,,0,,,0,
2963,,,towel bracket,,,,1,,150,,,250,
2964,,,toilet shower inox,,,,1,,650,,,1100,
2965,,,china bib cock,,,,1,,450,,,650,
2966,,,magic depoxy clear (small),,,,1,,70,,,100,
2967,,,"faco mixer pipe 24""x 50mm single",,,,1,,468,,,750,
2968,,,"faco mixer pipe 24""x 75mm single",,,,1,,510,,,800,
2969,,,"u clamp ruber 4"" set",,,,1,,175,,,250,
2970,,,"u clamp ruber 6"" set",,,,1,,220,,,300,
2971,,,wire lock cycle,,,,1,,240,,,350,
2972,,,taghari plastic,,,,1,,280,,,380,
2973,,,smt flower cutter 1106,,,,1,,675,,,850,
2974,,,smt flower cutter 1107,,,,1,,750,,,1000,
2975,,,eflux mood light adj. 15w,,,,1,,440,,,600,
2976,,,km china button+socket,,,,1,,45,,,80,
3148,,,hero bell push double,,,,1,,432,,,580,
3149,,,super towel rod,,,,1,,700,,,1200,
3150,,,super shisha shelf,,,,1,,700,,,1200,
3151,,,super soap dish,,,,1,,700,,,1000,
3152,,,super towel ring,,,,1,,700,,,1000,
3153,,,super brush holder,,,,1,,700,,,1000,
3154,,,super paper holder,,,,1,,700,,,1000,
3155,,,voltage protector,,,,1,,1800,,,2500,
 ,,,,,,,,,,,,,
,"Saturday, September 12, 2026",,,,,,,,,Page 1 of 1,,,
